dataset,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_r2,test_r2,train_mse,test_mse,loss,train_time_s,n_leaves,outer,n_outer_merged,cost_complexity,ridge_penalty,lasso_penalty,pilot_grid_index,pilot_target_complexity,pilot_min_sample_leaf,pilot_min_sample_split,threshold_label
airfoil,claritree,4,0.01,0.001,3,5,quantile,0.0,0.8177817675076522,8.65247731311342,0.8500280988885723,0.831203649381058,7.133039638265023,8.02157291297287,13842.619649231823,0.2675137042999267,8.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.01,0.01,3,5,quantile,0.0,0.7851174298675974,10.188483789291649,0.81016512325745,0.7873324033340755,9.024778370316307,10.11360191574797,16588.105236987663,0.27335977554321284,7.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.01,0.1,3,5,quantile,0.0,0.6983175155010573,14.310238985034317,0.7300697011003247,0.6874828633795783,12.838898721312455,14.82110671858085,24216.16748259232,0.27577786445617675,6.4,mean,5,,,,,,,,5
airfoil,claritree,4,0.03,1e-05,3,5,quantile,0.0,0.7807868452165596,10.400027485065909,0.8076318337324857,0.7724443500192206,9.140738833155517,10.82309728495159,19276.429807545617,0.21741380691528317,4.8,mean,5,,,,,,,,5
airfoil,claritree,4,0.03,0.0001,3,5,quantile,0.0,0.7813857499318099,10.35507604007447,0.8052426007807115,0.7823336939088152,9.254354705268334,10.352356222067554,19510.836859874707,0.22158665657043453,4.8,mean,5,,,,,,,,5
airfoil,claritree,4,0.03,0.001,3,5,quantile,0.0,0.7708103408596181,10.860180813913498,0.7883215020796914,0.7626678597929308,10.067538554988463,11.252436734875323,20092.831523579443,0.2288929939270019,4.4,mean,5,,,,,,,,5
airfoil,claritree,4,0.03,0.01,3,5,quantile,0.0,0.747215984483876,11.99229320803774,0.7583994510284198,0.7461501265429428,11.489270767989659,12.036577242497678,22236.59551385635,0.24270529747009273,4.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.03,0.1,3,5,quantile,0.0,0.6404274945176417,17.104261013380018,0.6585899111941053,0.6354171481661559,16.24041103461373,17.330233660300422,29117.13016413457,0.2635537624359131,2.8,mean,5,,,,,,,,5
airfoil,claritree,4,0.05,1e-05,3,5,quantile,0.0,0.7240734391176613,13.105638135539158,0.7347026053888399,0.7243264424491049,12.61787825290222,13.111850608424025,23764.071199664435,0.15579681396484374,3.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.05,0.0001,3,5,quantile,0.0,0.7247111430676461,13.077651542872356,0.7345081129485088,0.7251094827476889,12.627193121110784,13.075902630988676,23885.267687584455,0.15649271011352534,3.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.05,0.001,3,5,quantile,0.0,0.7242826791953407,13.093636887771392,0.7306411459138457,0.7201451838134586,12.812032199006074,13.28324101695068,24432.27116608181,0.16497235298156737,3.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.05,0.01,3,5,quantile,0.0,0.6602481428282262,16.13715202577327,0.6553058077365854,0.6513220364141318,16.394811951152924,16.571712714130065,26189.38749886602,0.18937897682189941,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.05,0.1,3,5,quantile,0.0,0.6219219688028557,17.95379497364011,0.6327321002814376,0.6216596740453914,17.46755645542919,17.988808933042623,31562.213825671486,0.2368411540985107,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.08,1e-05,3,5,quantile,0.0,0.6643978427413483,15.927052349993483,0.6578579832268223,0.6432596459936974,16.272223149590385,16.955910463416423,28717.218077714613,0.11655960083007806,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.08,0.0001,3,5,quantile,0.0,0.6484426770916392,16.675732307525628,0.6578497137501593,0.6433056852436859,16.27261974401986,16.953862433457846,28734.39648142529,0.11531658172607417,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.08,0.001,3,5,quantile,0.0,0.644127091510278,16.89523031505983,0.6571576672026034,0.64720900947752,16.305737810693962,16.77041453468895,28870.854070849018,0.11538376808166502,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.08,0.01,3,5,quantile,0.0,0.6419191342638365,17.001547445038074,0.6553058077365854,0.6513220364141318,16.394811951152924,16.571712714130065,29620.476920805493,0.13117032051086422,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.08,0.1,3,5,quantile,0.0,0.6219219688028557,17.95379497364011,0.6327321002814376,0.6216596740453914,17.46755645542919,17.988808933042623,34993.30324761096,0.2007256984710693,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.1,1e-05,3,5,quantile,0.0,0.6404434395460292,17.068111180693343,0.6578579832268223,0.6432596459936974,16.272223149590385,16.955910463416423,31004.61102567426,0.09316978454589839,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.1,0.0001,3,5,quantile,0.0,0.6405489644714795,17.063269553955948,0.6578497137501593,0.6433056852436859,16.27261974401986,16.953862433457846,31021.789429384946,0.09280538558959957,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.1,0.001,3,5,quantile,0.0,0.6409457678287871,17.04549147592388,0.6571576672026034,0.64720900947752,16.305737810693962,16.77041453468895,31158.247018808666,0.09146404266357419,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.1,0.01,3,5,quantile,0.0,0.6419191342638365,17.001547445038074,0.6553058077365854,0.6513220364141318,16.394811951152924,16.571712714130065,31907.86986876514,0.10075201988220213,2.0,mean,5,,,,,,,,5
airfoil,claritree,4,0.1,0.1,3,5,quantile,0.0,0.5701637786809987,20.371932398794446,0.6086653983814818,0.5951252292166969,18.639344109552315,19.131076855954415,37260.59616221565,0.17465028762817378,1.8,mean,5,,,,,,,,5
airfoil,claritree,4,0.0001,1e-05,3,5,quantile,0.0,0.018453461744294894,0.917596138019872,0.002711417542684911,0.011927123361966541,0.12784213658342655,0.7305795609264162,163.9651724154432,0.0022805277134532297,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.0001,0.0001,3,5,quantile,0.0,0.019737675656255713,0.9839325449375333,0.0024649649810030783,0.012949861411337875,0.12533534791920892,0.6168012326375012,169.47831031940484,0.004413628012086595,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.0001,0.001,3,5,quantile,0.0,0.015261279043337378,0.7903247071061611,0.001977056328646983,0.00884522761820776,0.1409240515611635,0.5388706254804344,211.41762485487288,0.0024604534627838456,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.0001,0.01,3,5,quantile,0.0,0.013151055088759817,0.7044688079097637,0.0012926425854290708,0.015472515668105856,0.09075277396211523,0.7729470420741728,203.0237768133503,0.0111235005031599,0.5477225575051662,std,5,,,,,,,,5
airfoil,claritree,4,0.0001,0.1,3,5,quantile,0.0,0.01658631528307651,0.8414299598819694,0.009231988181488075,0.02339929542741578,0.5425100000343431,0.586507684938162,493.531793593465,0.005091784340220827,0.8944271909999157,std,5,,,,,,,,5
airfoil,claritree,4,0.0005,1e-05,3,5,quantile,0.0,0.018318982924098094,0.9057783492445157,0.00251941061344591,0.01455385133512502,0.11789057388510209,0.8324008258749569,155.33263704815806,0.003318122834726544,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.0005,0.0001,3,5,quantile,0.0,0.020125330988213022,1.0016376718344828,0.0024649649810030783,0.012949861411337875,0.12533534791920892,0.6168012326375012,171.60026555673045,0.00366078701132209,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.0005,0.001,3,5,quantile,0.0,0.01480042105059614,0.7675458677017588,0.001977056328646983,0.00884522761820776,0.1409240515611635,0.5388706254804344,215.75075690782566,0.0025101711155225874,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.0005,0.01,3,5,quantile,0.0,0.01797685163503519,0.934361685299812,0.0014251338211429166,0.015598780408936525,0.06686366273145339,0.8306575121020572,199.1569312997306,0.013234260566697055,0.5477225575051662,std,5,,,,,,,,5
airfoil,claritree,4,0.0005,0.1,3,5,quantile,0.0,0.016842780933655703,0.8610583159104909,0.009295499053345044,0.02347095970090569,0.5446505870538749,0.5959170658657814,486.214490669258,0.008092298300704296,0.8944271909999157,std,5,,,,,,,,5
airfoil,claritree,4,0.001,1e-05,3,5,quantile,0.0,0.01693067874673112,0.8369153248056147,0.00251941061344591,0.01455385133512502,0.11789057388510209,0.8324008258749569,157.7787651845921,0.005666197089342433,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.001,0.0001,3,5,quantile,0.0,0.017996693598398887,0.9023587241881604,0.0024649649810030783,0.012949861411337875,0.12533534791920892,0.6168012326375012,174.50401806777438,0.00393540325158824,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.001,0.001,3,5,quantile,0.0,0.012378797160350164,0.6305989320721233,0.002110861449556124,0.0088442197026347,0.14483227470480736,0.5388379770903413,223.96510519833188,0.0022029976217552787,0.44721359549995787,std,5,,,,,,,,5
airfoil,claritree,4,0.001,0.01,3,5,quantile,0.0,0.016574218177326575,0.8713770308262903,0.002035239512565292,0.01616010893659402,0.11472425641135303,0.8428989710531885,212.0754698550212,0.010452994550823014,0.8944271909999159,std,5,,,,,,,,5
airfoil,claritree,4,0.001,0.1,3,5,quantile,0.0,0.016506286526197823,0.8267011580037923,0.009331989656010953,0.023446651227097007,0.5461899283717959,0.5944581223498125,475.2824528651145,0.004348616512218939,0.8366600265340755,std,5,,,,,,,,5
airfoil,claritree,4,0.003,1e-05,3,5,quantile,0.0,0.011740988921873368,0.5951825980927903,0.00532793090440031,0.009970674615673336,0.28202573133830217,0.6388727418241991,269.4719722134942,0.0032156093435138757,0.5477225575051661,std,5,,,,,,,,5
airfoil,claritree,4,0.003,0.0001,3,5,quantile,0.0,0.017016830688396233,0.8576874900229925,0.005979161055329507,0.01609643230184909,0.33717412127240376,0.3876612446897969,243.4407055498914,0.00421647930442916,0.8944271909999161,std,5,,,,,,,,5
airfoil,claritree,4,0.003,0.001,3,5,quantile,0.0,0.012564049721850839,0.6769195379931252,0.005479445883047197,0.012641282714287905,0.3124198160134725,0.6323930091863705,253.72753431988767,0.005256672970728196,1.3038404810405297,std,5,,,,,,,,5
airfoil,claritree,4,0.003,0.01,3,5,quantile,0.0,0.01894386229183487,0.9899163373306277,0.005325017461533993,0.019030622073695585,0.34714042283827745,0.9267007906815996,167.99338122855073,0.013018062483195867,1.1401754250991378,std,5,,,,,,,,5
airfoil,claritree,4,0.003,0.1,3,5,quantile,0.0,0.01786549179305093,0.8888106266216105,0.014594950743583775,0.029176394533063203,0.800882731932458,0.9705397023041396,491.3592682162017,0.004925461258856843,2.1679483388678804,std,5,,,,,,,,5
airfoil,claritree,4,0.005,1e-05,3,5,quantile,0.0,0.011896616611293674,0.5177417010115649,0.009528174380542029,0.008559466658059125,0.46494312530235093,0.2717369349166524,252.30253143874353,0.004607389001957029,1.0954451150103324,std,5,,,,,,,,5
airfoil,claritree,4,0.005,0.0001,3,5,quantile,0.0,0.01665702170548894,0.8216896501982898,0.0076393212765690065,0.017586742356104936,0.4001860798241218,0.5782175769812962,191.60444811495313,0.003141978387404806,0.8366600265340757,std,5,,,,,,,,5
airfoil,claritree,4,0.005,0.001,3,5,quantile,0.0,0.01963219423046083,0.9624579851564404,0.011681572703088464,0.013358961216573038,0.5906850539811119,0.7084558184335586,319.3698450151917,0.004132081732769838,1.5811388300841898,std,5,,,,,,,,5
airfoil,claritree,4,0.005,0.01,3,5,quantile,0.0,0.014117422803634323,0.7237100823832743,0.008836652024997636,0.02543929000859646,0.3439833510929217,1.4091816804741693,227.47788363679723,0.003103382862723117,1.0954451150103324,std,5,,,,,,,,5
airfoil,claritree,4,0.005,0.1,3,5,quantile,0.0,0.022322219119956056,1.1408874934947046,0.013778461012637225,0.023637567533292266,0.7184817555912669,1.0234090789943682,271.90883493875526,0.0028424684659476064,1.4142135623730951,std,5,,,,,,,,5
airfoil,claritree,4,0.008,1e-05,3,5,quantile,0.0,0.02355877257347761,1.0978093876520603,0.010968000760561735,0.013079811720176793,0.5370219264277835,0.37566554682674785,290.8366042170581,0.0067079821822689815,0.9999999999999999,std,5,,,,,,,,5
airfoil,claritree,4,0.008,0.0001,3,5,quantile,0.0,0.020480597282319164,0.9791544373979125,0.007617814120430906,0.016841574947269518,0.4018121578084161,0.5366075662923558,230.19241715971893,0.006609728085197688,1.095445115010332,std,5,,,,,,,,5
airfoil,claritree,4,0.008,0.001,3,5,quantile,0.0,0.021103833876320137,1.0600373579767504,0.010342345156085135,0.015148405068829139,0.5397487842655484,0.8469660152770031,222.79036985372628,0.005749181916597636,1.140175425099138,std,5,,,,,,,,5
airfoil,claritree,4,0.008,0.01,3,5,quantile,0.0,0.014280522280957617,0.7477440528144805,0.007106584176315607,0.01711842848825679,0.22869023728629229,1.0701803674486887,261.4572385944561,0.003362784961153239,0.44721359549995804,std,5,,,,,,,,5
airfoil,claritree,4,0.008,0.1,3,5,quantile,0.0,0.0176683259224905,0.9389900592124648,0.01206468939233795,0.022676160174988573,0.7635530365193245,0.210489519368362,375.3487539863909,0.002581609547170647,1.140175425099138,std,5,,,,,,,,5
airfoil,claritree,4,0.01,1e-05,3,5,quantile,0.0,0.019183151002905085,0.9097302654019117,0.006175313422353432,0.014975053198067696,0.31939859848996105,0.52830369449378,279.8185022608159,0.005659160276831961,0.44721359549995815,std,5,,,,,,,,5
airfoil,claritree,4,0.01,0.0001,3,5,quantile,0.0,0.020169318803231938,0.9876585456920013,0.00461433451246441,0.015109808017366154,0.27516851254183694,0.7845225765609307,254.3676778930992,0.005844767476489558,0.5477225575051662,std,5,,,,,,,,5
airfoil,claritree,4,0.01,0.001,3,5,quantile,0.0,0.019797228876882893,1.0112437218574863,0.005603899917312721,0.015840897469628523,0.30505012351897076,0.8644228940127063,191.28640976322734,0.00581937510701115,0.7071067811865476,std,5,,,,,,,,5
airfoil,claritree,4,0.01,0.01,3,5,quantile,0.0,0.012891254931639892,0.7172400889164715,0.007472410071213458,0.024603117164359672,0.266307273994098,1.3400338408296493,307.14739209146387,0.00405866768960654,0.7071067811865476,std,5,,,,,,,,5
airfoil,claritree,4,0.01,0.1,3,5,quantile,0.0,0.01193207215152198,0.6904752441909342,0.007349596365586607,0.01815860034319266,0.4596138788193013,0.5564164525736279,379.6566460970837,0.00249165850509418,0.5477225575051662,std,5,,,,,,,,5
airfoil,claritree,4,0.03,1e-05,3,5,quantile,0.0,0.015946341957890745,0.6734930076212583,0.018551576906779763,0.023565377009713628,0.7701255690843712,1.352596576129181,308.74715370375964,0.01136651940705536,0.44721359549995787,std,5,,,,,,,,5
airfoil,claritree,4,0.03,0.0001,3,5,quantile,0.0,0.014445636890260865,0.594799117521055,0.017948661639283485,0.011282194033330526,0.7369423119601096,0.9230219398756961,289.34715659799195,0.004222758016611389,0.44721359549995787,std,5,,,,,,,,5
airfoil,claritree,4,0.03,0.001,3,5,quantile,0.0,0.016641825742667312,0.703297090756933,0.01786584718205168,0.03186096697066398,0.8705166494299537,1.3922155052150773,371.57136400862316,0.003135066969477549,0.547722557505166,std,5,,,,,,,,5
airfoil,claritree,4,0.03,0.01,3,5,quantile,0.0,0.007611211416725292,0.4170540357086488,0.006612741819142765,0.027238830908502338,0.32561584964724377,1.1408391225275762,468.202964935129,0.009145934503790846,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.03,0.1,3,5,quantile,0.0,0.011210851970873587,0.2763940658592455,0.03308650759355589,0.03766962947662618,1.6416276589940755,2.1027720464869857,501.97223467812796,0.006030198942828297,1.0954451150103324,std,5,,,,,,,,5
airfoil,claritree,4,0.05,1e-05,3,5,quantile,0.0,0.010147359722555475,0.6124346581039204,0.008555490536328947,0.034460910374767686,0.4767676373322544,1.8931288139234916,662.5588113049223,0.008182087239542987,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.05,0.0001,3,5,quantile,0.0,0.010354878521732632,0.6213456645210802,0.00854549007959695,0.03385684275922838,0.478623426685399,1.8788091491953556,686.714432942213,0.008240139588838019,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.05,0.001,3,5,quantile,0.0,0.004678687078178722,0.24917545564259408,0.008797505974790638,0.032561977666972955,0.5205241458601639,1.5694145058000963,697.7818706557548,0.003429983014100744,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.05,0.01,3,5,quantile,0.0,0.01396564422903688,0.8402355572609426,0.005451322641644577,0.016588654360209624,0.4513251249076958,1.2405697459251697,620.5872409106901,0.008105252413642487,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.05,0.1,3,5,quantile,0.0,0.0031026144446856443,0.37565257744432357,0.004435724706837981,0.02136324710095327,0.3960283940482536,1.5551007215495245,552.7468955948019,0.003282042026191376,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.08,1e-05,3,5,quantile,0.0,0.020966538814190614,1.092438781701698,0.005107498436144535,0.024159260905187267,0.37910216570812194,1.496977718179632,577.2015145424626,0.003895817146173668,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.08,0.0001,3,5,quantile,0.0,0.012069046919010652,0.558915694308474,0.005103280567150543,0.024107427890141777,0.37915679563928895,1.4969208910543992,580.1681048397952,0.004204003616603066,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.08,0.001,3,5,quantile,0.0,0.005290654745394927,0.16534129128993505,0.004404342296723911,0.016886386367651624,0.370468174405247,1.2932336505064999,606.9532639960744,0.005076665802232464,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.08,0.01,3,5,quantile,0.0,0.005638806475281688,0.5181302193528284,0.005451322641644577,0.016588654360209624,0.4513251249076958,1.2405697459251697,671.2715318353481,0.003946203391099054,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.08,0.1,3,5,quantile,0.0,0.0031026144446856443,0.37565257744432357,0.004435724706837981,0.02136324710095327,0.3960283940482536,1.5551007215495245,602.7061236831457,0.0037408045159920394,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.1,1e-05,3,5,quantile,0.0,0.0030777439927696616,0.3451814692120134,0.005107498436144535,0.024159260905187267,0.37910216570812194,1.496977718179632,609.7298513940262,0.004637192020423385,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.1,0.0001,3,5,quantile,0.0,0.0031063459943289342,0.34822007176033637,0.005103280567150543,0.024107427890141777,0.37915679563928895,1.4969208910543992,612.9395814304943,0.005159044119976175,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.1,0.001,3,5,quantile,0.0,0.0032758309769995537,0.36884902588977225,0.004404342296723911,0.016886386367651624,0.370468174405247,1.2932336505064999,640.9479454854096,0.007585954940240614,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.1,0.01,3,5,quantile,0.0,0.005638806475281688,0.5181302193528284,0.005451322641644577,0.016588654360209624,0.4513251249076958,1.2405697459251697,705.506718646603,0.005069023927228061,0.0,std,5,,,,,,,,5
airfoil,claritree,4,0.1,0.1,3,5,quantile,0.0,0.03724780646153216,1.8741066626487837,0.05562349533677548,0.061322501551179055,2.9425976995793226,1.9187177810413913,603.4027269143841,0.003832019096894442,0.4472135954999579,std,5,,,,,,,,5
airfoil,claritree,4,0.001,1e-05,3,5,quantile,0.0,0.8770923695134265,5.844770518576974,0.9229916918075863,0.8947932782997808,3.661992537212727,5.014811525044484,5557.334768915335,0.27246994972229,16.0,best_by_mean_val_r2,5,,,,,,,,5
auction,claritree,4,0.0001,1e-05,3,5,quantile,0.0,0.90992703051178,9700859.166897716,0.9320560073035236,0.9235686517472235,7302436.538111195,8090493.86063198,12199835760.03121,0.4140559196472168,13.0,mean,5,,,,,,,,5
auction,claritree,4,0.0001,0.0001,3,5,quantile,0.0,0.9114063872845698,9556168.000156965,0.9319832925939708,0.9235884156507899,7310246.944681759,8091475.42100553,12514891154.963234,0.40939130783081057,12.8,mean,5,,,,,,,,5
